,DOI,Article name,Formula,Cat. compound,Support,"Cat./Support ratio, % (at)",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Base,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h",Type of reactor
388,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,C3H7OH,4.65,0.5,H-cell
389,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,H2,31.78,0.5,H-cell
390,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C2H4,17.5,0.5,H-cell
391,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CO,5.46,0.5,H-cell
392,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,HCOOH,10.11,0.5,H-cell
393,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CH3OH,1.28,0.5,H-cell
394,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C2H5OH,10.75,0.5,H-cell
395,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CH3COOH,0.96,0.5,H-cell
396,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C3H7OH,11.24,0.5,H-cell
397,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,H2,30.82,0.5,H-cell
398,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,C2H4,12.84,0.5,H-cell
399,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,CO,7.06,0.5,H-cell
400,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,HCOOH,14.45,0.5,H-cell
401,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,C2H5OH,7.54,0.5,H-cell
402,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,CH3COOH,0.96,0.5,H-cell
403,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,C3H7OH,15.25,0.5,H-cell
404,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,H2,33.71,0.5,H-cell
405,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,C2H4,11.08,0.5,H-cell
406,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,CO,8.03,0.5,H-cell
407,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,HCOOH,11.56,0.5,H-cell
408,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,CH3OH,1.93,0.5,H-cell
409,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,C2H5OH,16.53,0.5,H-cell
410,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,CH3COOH,2.73,0.5,H-cell
411,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,C3H7OH,6.58,0.5,H-cell
412,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,H2,41.57,0.5,H-cell
413,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CH4,4.36,0.5,H-cell
414,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,C2H4,3.49,0.5,H-cell
415,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CO,0.52,0.5,H-cell
416,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,HCOOH,1.57,0.5,H-cell
417,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CH3OH,1.22,0.5,H-cell
418,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,C2H5OH,12.72,0.5,H-cell
419,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CH3COOH,1.05,0.5,H-cell
420,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,C3H7OH,9.41,0.5,H-cell
421,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,H2,39.74,0.5,H-cell
422,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,CH4,4.01,0.5,H-cell
423,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,C2H4,12.37,0.5,H-cell
424,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,CO,1.39,0.5,H-cell
425,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,HCOOH,14.12,0.5,H-cell
426,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,CH3OH,1.05,0.5,H-cell
427,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,C2H5OH,8.89,0.5,H-cell
428,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,CH3COOH,1.57,0.5,H-cell
429,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,C3H7OH,14.12,0.5,H-cell
430,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,H2,27.89,0.5,H-cell
431,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.01,C2H4,25.1,0.5,H-cell
432,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.01,CO,3.31,0.5,H-cell
433,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.01,HCOOH,8.37,0.5,H-cell
434,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.01,C2H5OH,17.43,0.5,H-cell
435,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.01,CH3COOH,1.22,0.5,H-cell
436,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.01,C3H7OH,8.19,0.5,H-cell
437,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.01,H2,15.51,0.5,H-cell
438,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,C2H4,30.5,0.5,H-cell
439,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,CO,1.57,0.5,H-cell
440,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,HCOOH,5.23,0.5,H-cell
441,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,CH3OH,1.74,0.5,H-cell
442,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,C2H5OH,26.84,0.5,H-cell
443,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,CH3COOH,2.09,0.5,H-cell
444,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,C3H7OH,10.98,0.5,H-cell
445,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,H2,12.55,0.5,H-cell
446,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C2H4,26.67,0.5,H-cell
447,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CO,5.75,0.5,H-cell
448,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,HCOOH,3.66,0.5,H-cell
449,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CH3OH,4.36,0.5,H-cell
450,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C2H5OH,16.38,0.5,H-cell
451,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CH3COOH,1.57,0.5,H-cell
452,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C3H7OH,13.59,0.5,H-cell
453,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,H2,14.29,0.5,H-cell
454,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,C2H4,18.82,0.5,H-cell
455,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,CO,9.24,0.5,H-cell
456,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,HCOOH,14.47,0.5,H-cell
457,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,CH3OH,1.92,0.5,H-cell
458,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,C2H5OH,6.97,0.5,H-cell
459,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,CH3COOH,1.92,0.5,H-cell
460,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,C3H7OH,11.85,0.5,H-cell
461,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,H2,21.09,0.5,H-cell
462,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.83,C2H4,17.43,0.5,H-cell
463,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.83,CO,11.15,0.5,H-cell
464,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.83,HCOOH,12.2,0.5,H-cell
465,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.83,CH3OH,3.49,0.5,H-cell
466,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.83,C2H5OH,12.03,0.5,H-cell
467,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.83,CH3COOH,6.97,0.5,H-cell
468,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.83,C3H7OH,9.76,0.5,H-cell
469,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.83,H2,23.01,0.5,H-cell
470,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-36,Cu1O0.5391,CuO,Cu2O,14.49,hollow,0.0,55.0,75.0,105.0,55.0,75.0,105.0,0.0,92.19,7.81,glassy-carbon electrode,KHCO3,0.1,6.8,-1.12,C2H4,23.42,0.5,H-cell
471,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-36,Cu1O0.5391,CuO,Cu2O,14.49,hollow,0.0,55.0,75.0,105.0,55.0,75.0,105.0,0.0,92.19,7.81,glassy-carbon electrode,KHCO3,0.1,6.8,-1.12,CO,2.75,0.5,H-cell
472,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-36,Cu1O0.5391,CuO,Cu2O,14.49,hollow,0.0,55.0,75.0,105.0,55.0,75.0,105.0,0.0,92.19,7.81,glassy-carbon electrode,KHCO3,0.1,6.8,-1.12,HCOOH,6.46,0.5,H-cell
473,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-36,Cu1O0.5391,CuO,Cu2O,14.49,hollow,0.0,55.0,75.0,105.0,55.0,75.0,105.0,0.0,92.19,7.81,glassy-carbon electrode,KHCO3,0.1,6.8,-1.12,CH3OH,2.42,0.5,H-cell
474,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-36,Cu1O0.5391,CuO,Cu2O,14.49,hollow,0.0,55.0,75.0,105.0,55.0,75.0,105.0,0.0,92.19,7.81,glassy-carbon electrode,KHCO3,0.1,6.8,-1.12,C2H5OH,18.9,0.5,H-cell
475,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-36,Cu1O0.5391,CuO,Cu2O,14.49,hollow,0.0,55.0,75.0,105.0,55.0,75.0,105.0,0.0,92.19,7.81,glassy-carbon electrode,KHCO3,0.1,6.8,-1.12,CH3COOH,1.29,0.5,H-cell
476,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-36,Cu1O0.5391,CuO,Cu2O,14.49,hollow,0.0,55.0,75.0,105.0,55.0,75.0,105.0,0.0,92.19,7.81,glassy-carbon electrode,KHCO3,0.1,6.8,-1.12,C3H7OH,10.34,0.5,H-cell
477,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-36,Cu1O0.5391,CuO,Cu2O,14.49,hollow,0.0,55.0,75.0,105.0,55.0,75.0,105.0,0.0,92.19,7.81,glassy-carbon electrode,KHCO3,0.1,6.8,-1.12,H2,20.52,0.5,H-cell
478,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-36,Cu1O0.5391,CuO,Cu2O,14.49,hollow,0.0,55.0,75.0,105.0,55.0,75.0,105.0,0.0,92.19,7.81,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,C2H4,18.58,0.5,H-cell
479,https://doi.org/10.1016/j.cej.2023.142052,Cu2O-36,Cu1O0.5391,CuO,Cu2O,14.49,hollow,0.0,55.0,75.0,105.0,55.0,75.0,105.0,0.0,92.19,7.81,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CO,4.36,0.5,H-cell
